_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
14136,2021Q2,S92000003,d,S08000019,Colorectal,"",32,"",24,""
14137,2021Q2,S92000003,d,S08000019,Head & Neck,"",4,"",4,""
14138,2021Q2,S92000003,d,S08000019,Lung,"",28,"",27,""
14139,2021Q2,S92000003,d,S08000019,Lymphoma,"",14,"",14,""
14140,2021Q2,S92000003,d,S08000019,Melanoma,"",11,"",11,""
14141,2021Q2,S92000003,d,S08000019,Ovarian,"",5,"",5,""
14142,2021Q2,S92000003,d,S08000019,Upper GI,"",23,"",23,""
14143,2021Q2,S92000003,d,S08000019,Urological,"",42,"",35,""
14144,2021Q2,S92000003,d,S08000020,All Cancer Types,d,387,"",311,""
14145,2021Q2,S92000003,d,S08000020,Breast,"",92,"",82,""
14146,2021Q2,S92000003,d,S08000020,Cervical,"",4,"",2,""
14147,2021Q2,S92000003,d,S08000020,Colorectal,"",65,"",43,""
14148,2021Q2,S92000003,d,S08000020,Head & Neck,"",7,"",6,""
14149,2021Q2,S92000003,d,S08000020,Lung,"",59,"",51,""
14150,2021Q2,S92000003,d,S08000020,Lymphoma,"",11,"",4,""
14151,2021Q2,S92000003,d,S08000020,Melanoma,"",8,"",8,""
14152,2021Q2,S92000003,d,S08000020,Ovarian,"",7,"",7,""
14153,2021Q2,S92000003,d,S08000020,Upper GI,"",49,"",49,""
14154,2021Q2,S92000003,d,S08000020,Urological,"",85,"",59,""
14155,2021Q2,S92000003,d,S08000022,All Cancer Types,d,271,"",182,""
14156,2021Q2,S92000003,d,S08000022,Breast,"",56,"",54,""
14157,2021Q2,S92000003,d,S08000022,Cervical,"",2,"",1,""
14158,2021Q2,S92000003,d,S08000022,Colorectal,"",50,"",30,""
14159,2021Q2,S92000003,d,S08000022,Head & Neck,"",5,"",5,""
14160,2021Q2,S92000003,d,S08000022,Lung,"",24,"",23,""
14161,2021Q2,S92000003,d,S08000022,Lymphoma,"",9,"",8,""
14162,2021Q2,S92000003,d,S08000022,Melanoma,"",10,"",8,""
14163,2021Q2,S92000003,d,S08000022,Ovarian,"",5,"",4,""
14164,2021Q2,S92000003,d,S08000022,Upper GI,"",33,"",20,""
14165,2021Q2,S92000003,d,S08000022,Urological,"",77,"",29,""
14166,2021Q2,S92000003,d,S08000024,All Cancer Types,d,703,"",600,""
14167,2021Q2,S92000003,d,S08000024,Breast,"",197,"",193,""
14168,2021Q2,S92000003,d,S08000024,Cervical,"",9,"",5,""
14169,2021Q2,S92000003,d,S08000024,Colorectal,"",98,"",85,""
14170,2021Q2,S92000003,d,S08000024,Head & Neck,"",55,"",49,""
14171,2021Q2,S92000003,d,S08000024,Lung,"",70,"",67,""
14172,2021Q2,S92000003,d,S08000024,Lymphoma,"",11,"",8,""
14173,2021Q2,S92000003,d,S08000024,Melanoma,"",44,"",41,""
14174,2021Q2,S92000003,d,S08000024,Ovarian,"",9,"",9,""
14175,2021Q2,S92000003,d,S08000024,Upper GI,"",88,"",81,""
14176,2021Q2,S92000003,d,S08000024,Urological,"",122,"",62,""
14177,2021Q2,S92000003,d,S08000025,All Cancer Types,d,8,"",8,""
14178,2021Q2,S92000003,d,S08000025,Colorectal,"",2,"",2,""
14179,2021Q2,S92000003,d,S08000025,Melanoma,"",2,"",2,""
14180,2021Q2,S92000003,d,S08000025,Upper GI,"",2,"",2,""
14181,2021Q2,S92000003,d,S08000025,Urological,"",2,"",2,""
14182,2021Q2,S92000003,d,S08000026,All Cancer Types,d,9,"",8,""
14183,2021Q2,S92000003,d,S08000026,Breast,"",4,"",4,""
14184,2021Q2,S92000003,d,S08000026,Colorectal,"",1,"",1,""
14185,2021Q2,S92000003,d,S08000026,Upper GI,"",1,"",1,""
14186,2021Q2,S92000003,d,S08000026,Urological,"",3,"",2,""
14187,2021Q2,S92000003,d,S08000028,All Cancer Types,d,10,"",8,""
14188,2021Q2,S92000003,d,S08000028,Breast,"",1,"",1,""
14189,2021Q2,S92000003,d,S08000028,Colorectal,"",2,"",2,""
14190,2021Q2,S92000003,d,S08000028,Lung,"",2,"",2,""
14191,2021Q2,S92000003,d,S08000028,Upper GI,"",4,"",3,""
14192,2021Q2,S92000003,d,S08000028,Urological,"",1,"",0,""
14193,2021Q2,S92000003,d,S08000029,All Cancer Types,d,169,"",144,""
14194,2021Q2,S92000003,d,S08000029,Breast,"",39,"",32,""
14195,2021Q2,S92000003,d,S08000029,Colorectal,"",32,"",30,""
14196,2021Q2,S92000003,d,S08000029,Head & Neck,"",2,"",2,""
14197,2021Q2,S92000003,d,S08000029,Lung,"",27,"",27,""
14198,2021Q2,S92000003,d,S08000029,Lymphoma,"",3,"",2,""
14199,2021Q2,S92000003,d,S08000029,Melanoma,"",9,"",8,""
14200,2021Q2,S92000003,d,S08000029,Ovarian,"",1,"",1,""
14201,2021Q2,S92000003,d,S08000029,Upper GI,"",14,"",12,""
14202,2021Q2,S92000003,d,S08000029,Urological,"",42,"",30,""
14203,2021Q2,S92000003,d,S08000030,All Cancer Types,d,231,"",210,""
14204,2021Q2,S92000003,d,S08000030,Breast,"",57,"",52,""
14205,2021Q2,S92000003,d,S08000030,Cervical,"",10,"",9,""
14206,2021Q2,S92000003,d,S08000030,Colorectal,"",47,"",45,""
14207,2021Q2,S92000003,d,S08000030,Head & Neck,"",10,"",9,""
14208,2021Q2,S92000003,d,S08000030,Lung,"",41,"",40,""
14209,2021Q2,S92000003,d,S08000030,Melanoma,"",7,"",7,""
14210,2021Q2,S92000003,d,S08000030,Ovarian,"",1,"",1,""
14211,2021Q2,S92000003,d,S08000030,Upper GI,"",27,"",25,""
14212,2021Q2,S92000003,d,S08000030,Urological,"",31,"",22,""
14213,2021Q2,S92000003,d,S08000031,All Cancer Types,d,1107,"",885,""
14214,2021Q2,S92000003,d,S08000031,Breast,"",253,"",244,""
14215,2021Q2,S92000003,d,S08000031,Cervical,"",30,"",25,""
14216,2021Q2,S92000003,d,S08000031,Colorectal,"",137,"",93,""
14217,2021Q2,S92000003,d,S08000031,Head & Neck,"",79,"",64,""
14218,2021Q2,S92000003,d,S08000031,Lung,"",165,"",149,""
14219,2021Q2,S92000003,d,S08000031,Lymphoma,"",21,"",20,""
14220,2021Q2,S92000003,d,S08000031,Melanoma,"",50,"",50,""
14221,2021Q2,S92000003,d,S08000031,Ovarian,"",15,"",15,""
14222,2021Q2,S92000003,d,S08000031,Upper GI,"",122,"",91,""
14223,2021Q2,S92000003,d,S08000031,Urological,"",235,"",134,""
14224,2021Q2,S92000003,d,S08000032,All Cancer Types,d,364,"",338,""
14225,2021Q2,S92000003,d,S08000032,Breast,"",112,"",108,""
14226,2021Q2,S92000003,d,S08000032,Cervical,"",1,"",1,""
14227,2021Q2,S92000003,d,S08000032,Colorectal,"",63,"",53,""
14228,2021Q2,S92000003,d,S08000032,Head & Neck,"",14,"",14,""
14229,2021Q2,S92000003,d,S08000032,Lung,"",50,"",50,""
14230,2021Q2,S92000003,d,S08000032,Lymphoma,"",13,"",13,""
14231,2021Q2,S92000003,d,S08000032,Melanoma,"",19,"",19,""
14232,2021Q2,S92000003,d,S08000032,Ovarian,"",2,"",2,""
14233,2021Q2,S92000003,d,S08000032,Upper GI,"",46,"",40,""
14234,2021Q2,S92000003,d,S08000032,Urological,"",44,"",38,""
14235,2021Q2,S92000003,d,SB0801,All Cancer Types,d,42,"",35,""
14236,2021Q2,S92000003,d,SB0801,Head & Neck,"",2,"",2,""
14237,2021Q2,S92000003,d,SB0801,Lung,"",40,"",33,""
14238,2021Q3,S08000015,"",S08000015,All Cancer Types,d,233,"",199,""
14239,2021Q3,S08000015,"",S08000015,Breast,"",79,"",54,""
14240,2021Q3,S08000015,"",S08000015,Colorectal,"",48,"",43,""
14241,2021Q3,S08000015,"",S08000015,Head & Neck,"",5,"",5,""
14242,2021Q3,S08000015,"",S08000015,Lung,"",28,"",28,""
14243,2021Q3,S08000015,"",S08000015,Lymphoma,"",9,"",9,""
14244,2021Q3,S08000015,"",S08000015,Melanoma,"",13,"",12,""
14245,2021Q3,S08000015,"",S08000015,Ovarian,"",2,"",2,""
14246,2021Q3,S08000015,"",S08000015,Upper GI,"",21,"",18,""
14247,2021Q3,S08000015,"",S08000015,Urological,"",28,"",28,""
14248,2021Q3,S08000015,"",S08000017,All Cancer Types,d,7,"",6,""
14249,2021Q3,S08000015,"",S08000017,Breast,"",7,"",6,""
14250,2021Q3,S08000015,"",S08000031,All Cancer Types,d,40,"",28,""
14251,2021Q3,S08000015,"",S08000031,Cervical,"",2,"",0,""
14252,2021Q3,S08000015,"",S08000031,Colorectal,"",3,"",0,""
14253,2021Q3,S08000015,"",S08000031,Head & Neck,"",6,"",6,""
14254,2021Q3,S08000015,"",S08000031,Lung,"",15,"",15,""
14255,2021Q3,S08000015,"",S08000031,Ovarian,"",1,"",0,""
14256,2021Q3,S08000015,"",S08000031,Upper GI,"",9,"",4,""
14257,2021Q3,S08000015,"",S08000031,Urological,"",4,"",3,""
14258,2021Q3,S08000015,"",SB0801,All Cancer Types,d,1,"",1,""
14259,2021Q3,S08000015,"",SB0801,Lung,"",1,"",1,""
14260,2021Q3,S08000016,"",S08000016,All Cancer Types,d,77,"",74,""
14261,2021Q3,S08000016,"",S08000016,Breast,"",19,"",19,""
14262,2021Q3,S08000016,"",S08000016,Colorectal,"",10,"",7,""
14263,2021Q3,S08000016,"",S08000016,Head & Neck,"",1,"",1,""
14264,2021Q3,S08000016,"",S08000016,Lung,"",17,"",17,""
14265,2021Q3,S08000016,"",S08000016,Lymphoma,"",3,"",3,""
14266,2021Q3,S08000016,"",S08000016,Melanoma,"",8,"",8,""
14267,2021Q3,S08000016,"",S08000016,Ovarian,"",1,"",1,""
14268,2021Q3,S08000016,"",S08000016,Upper GI,"",5,"",5,""
14269,2021Q3,S08000016,"",S08000016,Urological,"",13,"",13,""
14270,2021Q3,S08000016,"",S08000024,All Cancer Types,d,12,"",10,""
14271,2021Q3,S08000016,"",S08000024,Head & Neck,"",2,"",2,""
14272,2021Q3,S08000016,"",S08000024,Lung,"",3,"",3,""
14273,2021Q3,S08000016,"",S08000024,Ovarian,"",1,"",1,""
14274,2021Q3,S08000016,"",S08000024,Upper GI,"",1,"",1,""
14275,2021Q3,S08000016,"",S08000024,Urological,"",5,"",3,""
14276,2021Q3,S08000017,"",S08000017,All Cancer Types,d,94,"",81,""
14277,2021Q3,S08000017,"",S08000017,Breast,"",18,"",18,""
14278,2021Q3,S08000017,"",S08000017,Cervical,"",3,"",3,""
14279,2021Q3,S08000017,"",S08000017,Colorectal,"",18,"",14,""
14280,2021Q3,S08000017,"",S08000017,Head & Neck,"",1,"",1,""
14281,2021Q3,S08000017,"",S08000017,Lung,"",17,"",17,""
14282,2021Q3,S08000017,"",S08000017,Lymphoma,"",5,"",4,""
14283,2021Q3,S08000017,"",S08000017,Melanoma,"",3,"",3,""
14284,2021Q3,S08000017,"",S08000017,Ovarian,"",5,"",4,""
14285,2021Q3,S08000017,"",S08000017,Upper GI,"",12,"",10,""
14286,2021Q3,S08000017,"",S08000017,Urological,"",12,"",7,""
14287,2021Q3,S08000017,"",S08000024,All Cancer Types,d,17,"",10,""
14288,2021Q3,S08000017,"",S08000024,Breast,"",2,"",2,""
14289,2021Q3,S08000017,"",S08000024,Colorectal,"",1,"",1,""
14290,2021Q3,S08000017,"",S08000024,Head & Neck,"",3,"",2,""
14291,2021Q3,S08000017,"",S08000024,Lung,"",4,"",3,""
14292,2021Q3,S08000017,"",S08000024,Upper GI,"",3,"",2,""
14293,2021Q3,S08000017,"",S08000024,Urological,"",4,"",0,""
14294,2021Q3,S08000017,"",S08000031,All Cancer Types,d,3,"",3,""
14295,2021Q3,S08000017,"",S08000031,Head & Neck,"",1,"",1,""
14296,2021Q3,S08000017,"",S08000031,Lymphoma,"",1,"",1,""
14297,2021Q3,S08000017,"",S08000031,Upper GI,"",1,"",1,""
14298,2021Q3,S08000017,"",SB0801,All Cancer Types,d,1,"",1,""
14299,2021Q3,S08000017,"",SB0801,Lung,"",1,"",1,""
14300,2021Q3,S08000019,"",S08000019,All Cancer Types,d,196,"",169,""
14301,2021Q3,S08000019,"",S08000019,Breast,"",44,"",42,""
14302,2021Q3,S08000019,"",S08000019,Cervical,"",1,"",1,""
14303,2021Q3,S08000019,"",S08000019,Colorectal,"",40,"",31,""
14304,2021Q3,S08000019,"",S08000019,Head & Neck,"",5,"",5,""
14305,2021Q3,S08000019,"",S08000019,Lung,"",35,"",32,""
14306,2021Q3,S08000019,"",S08000019,Lymphoma,"",7,"",7,""
14307,2021Q3,S08000019,"",S08000019,Melanoma,"",10,"",5,""
14308,2021Q3,S08000019,"",S08000019,Upper GI,"",15,"",14,""
14309,2021Q3,S08000019,"",S08000019,Urological,"",39,"",32,""
14310,2021Q3,S08000019,"",S08000024,All Cancer Types,d,6,"",5,""
14311,2021Q3,S08000019,"",S08000024,Colorectal,"",1,"",1,""
14312,2021Q3,S08000019,"",S08000024,Upper GI,"",5,"",4,""
14313,2021Q3,S08000019,"",S08000031,All Cancer Types,d,30,"",17,""
14314,2021Q3,S08000019,"",S08000031,Cervical,"",2,"",1,""
14315,2021Q3,S08000019,"",S08000031,Colorectal,"",2,"",2,""
14316,2021Q3,S08000019,"",S08000031,Head & Neck,"",6,"",4,""
14317,2021Q3,S08000019,"",S08000031,Lung,"",10,"",5,""
14318,2021Q3,S08000019,"",S08000031,Ovarian,"",1,"",1,""
14319,2021Q3,S08000019,"",S08000031,Upper GI,"",7,"",4,""
14320,2021Q3,S08000019,"",S08000031,Urological,"",2,"",0,""
14321,2021Q3,S08000019,"",S08000032,All Cancer Types,d,1,"",1,""
14322,2021Q3,S08000019,"",S08000032,Head & Neck,"",1,"",1,""
14323,2021Q3,S08000019,"",SB0801,All Cancer Types,d,1,"",0,""
14324,2021Q3,S08000019,"",SB0801,Lung,"",1,"",0,""
14325,2021Q3,S08000020,"",S08000020,All Cancer Types,d,351,"",270,""
14326,2021Q3,S08000020,"",S08000020,Breast,"",75,"",63,""
14327,2021Q3,S08000020,"",S08000020,Cervical,"",2,"",1,""
14328,2021Q3,S08000020,"",S08000020,Colorectal,"",63,"",32,""
14329,2021Q3,S08000020,"",S08000020,Head & Neck,"",9,"",6,""
14330,2021Q3,S08000020,"",S08000020,Lung,"",55,"",48,""
14331,2021Q3,S08000020,"",S08000020,Lymphoma,"",13,"",10,""
14332,2021Q3,S08000020,"",S08000020,Melanoma,"",16,"",15,""
14333,2021Q3,S08000020,"",S08000020,Ovarian,"",7,"",6,""
14334,2021Q3,S08000020,"",S08000020,Upper GI,"",41,"",40,""
14335,2021Q3,S08000020,"",S08000020,Urological,"",70,"",49,""
14336,2021Q3,S08000020,"",S08000025,All Cancer Types,d,1,"",1,""
14337,2021Q3,S08000020,"",S08000025,Urological,"",1,"",1,""
14338,2021Q3,S08000022,"",S08000020,All Cancer Types,d,8,"",4,""
14339,2021Q3,S08000022,"",S08000020,Ovarian,"",4,"",4,""
14340,2021Q3,S08000022,"",S08000020,Urological,"",4,"",0,""
14341,2021Q3,S08000022,"",S08000022,All Cancer Types,d,257,"",212,""
14342,2021Q3,S08000022,"",S08000022,Breast,"",57,"",51,""
14343,2021Q3,S08000022,"",S08000022,Cervical,"",1,"",1,""
14344,2021Q3,S08000022,"",S08000022,Colorectal,"",47,"",31,""
14345,2021Q3,S08000022,"",S08000022,Head & Neck,"",5,"",4,""
14346,2021Q3,S08000022,"",S08000022,Lung,"",23,"",23,""
14347,2021Q3,S08000022,"",S08000022,Lymphoma,"",12,"",12,""
14348,2021Q3,S08000022,"",S08000022,Melanoma,"",16,"",15,""
14349,2021Q3,S08000022,"",S08000022,Ovarian,"",2,"",2,""
14350,2021Q3,S08000022,"",S08000022,Upper GI,"",28,"",27,""
14351,2021Q3,S08000022,"",S08000022,Urological,"",66,"",46,""
14352,2021Q3,S08000022,"",S08000024,All Cancer Types,d,5,"",1,""
14353,2021Q3,S08000022,"",S08000024,Breast,"",1,"",1,""
14354,2021Q3,S08000022,"",S08000024,Urological,"",4,"",0,""
14355,2021Q3,S08000022,"",S08000030,All Cancer Types,d,2,"",2,""
14356,2021Q3,S08000022,"",S08000030,Head & Neck,"",2,"",2,""
14357,2021Q3,S08000022,"",S08000031,All Cancer Types,d,1,"",1,""
14358,2021Q3,S08000022,"",S08000031,Breast,"",1,"",1,""
14359,2021Q3,S08000022,"",SB0801,All Cancer Types,d,6,"",6,""
14360,2021Q3,S08000022,"",SB0801,Lung,"",6,"",6,""
14361,2021Q3,S08000024,"",S08000016,All Cancer Types,d,4,"",4,""
14362,2021Q3,S08000024,"",S08000016,Breast,"",4,"",4,""
14363,2021Q3,S08000024,"",S08000024,All Cancer Types,d,674,"",585,""
14364,2021Q3,S08000024,"",S08000024,Breast,"",212,"",212,""
14365,2021Q3,S08000024,"",S08000024,Cervical,"",10,"",7,""
14366,2021Q3,S08000024,"",S08000024,Colorectal,"",112,"",88,""
14367,2021Q3,S08000024,"",S08000024,Head & Neck,"",22,"",22,""
14368,2021Q3,S08000024,"",S08000024,Lung,"",65,"",63,""
14369,2021Q3,S08000024,"",S08000024,Lymphoma,"",10,"",10,""
14370,2021Q3,S08000024,"",S08000024,Melanoma,"",38,"",35,""
14371,2021Q3,S08000024,"",S08000024,Ovarian,"",12,"",12,""
14372,2021Q3,S08000024,"",S08000024,Upper GI,"",80,"",78,""
14373,2021Q3,S08000024,"",S08000024,Urological,"",113,"",58,""
14374,2021Q3,S08000024,"",S08000029,All Cancer Types,d,1,"",1,""
14375,2021Q3,S08000024,"",S08000029,Breast,"",1,"",1,""
14376,2021Q3,S08000025,"",S08000020,All Cancer Types,d,4,"",1,""
14377,2021Q3,S08000025,"",S08000020,Colorectal,"",1,"",0,""
14378,2021Q3,S08000025,"",S08000020,Lymphoma,"",1,"",0,""
14379,2021Q3,S08000025,"",S08000020,Upper GI,"",1,"",1,""
14380,2021Q3,S08000025,"",S08000020,Urological,"",1,"",0,""
14381,2021Q3,S08000025,"",S08000025,All Cancer Types,d,1,"",1,""
14382,2021Q3,S08000025,"",S08000025,Upper GI,"",1,"",1,""
14383,2021Q3,S08000026,"",S08000020,All Cancer Types,d,5,"",3,""
14384,2021Q3,S08000026,"",S08000020,Head & Neck,"",1,"",0,""
14385,2021Q3,S08000026,"",S08000020,Lung,"",2,"",2,""
14386,2021Q3,S08000026,"",S08000020,Upper GI,"",1,"",1,""
14387,2021Q3,S08000026,"",S08000020,Urological,"",1,"",0,""
14388,2021Q3,S08000026,"",S08000026,All Cancer Types,d,16,"",16,""
14389,2021Q3,S08000026,"",S08000026,Breast,"",2,"",2,""
14390,2021Q3,S08000026,"",S08000026,Colorectal,"",7,"",7,""
14391,2021Q3,S08000026,"",S08000026,Upper GI,"",5,"",5,""
14392,2021Q3,S08000026,"",S08000026,Urological,"",2,"",2,""
14393,2021Q3,S08000028,"",S08000020,All Cancer Types,d,1,"",0,""
14394,2021Q3,S08000028,"",S08000020,Urological,"",1,"",0,""
14395,2021Q3,S08000028,"",S08000022,All Cancer Types,d,13,"",7,""
14396,2021Q3,S08000028,"",S08000022,Colorectal,"",7,"",4,""
14397,2021Q3,S08000028,"",S08000022,Lung,"",1,"",1,""
14398,2021Q3,S08000028,"",S08000022,Lymphoma,"",1,"",1,""
14399,2021Q3,S08000028,"",S08000022,Upper GI,"",1,"",1,""
14400,2021Q3,S08000028,"",S08000022,Urological,"",3,"",0,""
14401,2021Q3,S08000028,"",S08000028,All Cancer Types,d,22,"",17,""
14402,2021Q3,S08000028,"",S08000028,Colorectal,"",5,"",4,""
14403,2021Q3,S08000028,"",S08000028,Head & Neck,"",1,"",1,""
14404,2021Q3,S08000028,"",S08000028,Lung,"",4,"",4,""
14405,2021Q3,S08000028,"",S08000028,Melanoma,"",1,"",1,""
14406,2021Q3,S08000028,"",S08000028,Upper GI,"",5,"",4,""
14407,2021Q3,S08000028,"",S08000028,Urological,"",6,"",3,""
14408,2021Q3,S08000028,"",S08000031,All Cancer Types,d,2,"",1,""
14409,2021Q3,S08000028,"",S08000031,Colorectal,"",1,"",0,""
14410,2021Q3,S08000028,"",S08000031,Lymphoma,"",1,"",1,""
14411,2021Q3,S08000029,"",S08000024,All Cancer Types,d,35,"",27,""
14412,2021Q3,S08000029,"",S08000024,Cervical,"",2,"",0,""
14413,2021Q3,S08000029,"",S08000024,Colorectal,"",2,"",2,""
14414,2021Q3,S08000029,"",S08000024,Head & Neck,"",3,"",3,""
14415,2021Q3,S08000029,"",S08000024,Lung,"",14,"",12,""
14416,2021Q3,S08000029,"",S08000024,Ovarian,"",1,"",1,""
14417,2021Q3,S08000029,"",S08000024,Upper GI,"",8,"",7,""
14418,2021Q3,S08000029,"",S08000024,Urological,"",5,"",2,""
14419,2021Q3,S08000029,"",S08000029,All Cancer Types,d,202,"",185,""
14420,2021Q3,S08000029,"",S08000029,Breast,"",39,"",34,""
14421,2021Q3,S08000029,"",S08000029,Cervical,"",4,"",3,""
14422,2021Q3,S08000029,"",S08000029,Colorectal,"",46,"",45,""
14423,2021Q3,S08000029,"",S08000029,Head & Neck,"",3,"",3,""
14424,2021Q3,S08000029,"",S08000029,Lung,"",36,"",36,""
14425,2021Q3,S08000029,"",S08000029,Lymphoma,"",3,"",3,""
14426,2021Q3,S08000029,"",S08000029,Melanoma,"",8,"",7,""
14427,2021Q3,S08000029,"",S08000029,Ovarian,"",5,"",5,""
14428,2021Q3,S08000029,"",S08000029,Upper GI,"",18,"",17,""
14429,2021Q3,S08000029,"",S08000029,Urological,"",40,"",32,""
14430,2021Q3,S08000029,"",S08000030,All Cancer Types,d,5,"",4,""
14431,2021Q3,S08000029,"",S08000030,Cervical,"",1,"",0,""
14432,2021Q3,S08000029,"",S08000030,Head & Neck,"",4,"",4,""
14433,2021Q3,S08000030,"",S08000020,All Cancer Types,d,4,"",3,""
14434,2021Q3,S08000030,"",S08000020,Lung,"",2,"",1,""
14435,2021Q3,S08000030,"",S08000020,Ovarian,"",2,"",2,""
14436,2021Q3,S08000030,"",S08000024,All Cancer Types,d,3,"",2,""
14437,2021Q3,S08000030,"",S08000024,Lung,"",2,"",1,""
14438,2021Q3,S08000030,"",S08000024,Upper GI,"",1,"",1,""
14439,2021Q3,S08000030,"",S08000030,All Cancer Types,d,231,"",215,""
14440,2021Q3,S08000030,"",S08000030,Breast,"",60,"",59,""
14441,2021Q3,S08000030,"",S08000030,Cervical,"",1,"",1,""
14442,2021Q3,S08000030,"",S08000030,Colorectal,"",44,"",41,""
14443,2021Q3,S08000030,"",S08000030,Head & Neck,"",4,"",4,""
14444,2021Q3,S08000030,"",S08000030,Lung,"",37,"",33,""
14445,2021Q3,S08000030,"",S08000030,Melanoma,"",4,"",3,""
14446,2021Q3,S08000030,"",S08000030,Ovarian,"",4,"",4,""
14447,2021Q3,S08000030,"",S08000030,Upper GI,"",33,"",32,""
14448,2021Q3,S08000030,"",S08000030,Urological,"",44,"",38,""
14449,2021Q3,S08000031,"",S08000022,All Cancer Types,d,2,"",1,""
14450,2021Q3,S08000031,"",S08000022,Breast,"",2,"",1,""
14451,2021Q3,S08000031,"",S08000024,All Cancer Types,d,1,"",1,""
14452,2021Q3,S08000031,"",S08000024,Urological,"",1,"",1,""
14453,2021Q3,S08000031,"",S08000031,All Cancer Types,d,1031,"",814,""
14454,2021Q3,S08000031,"",S08000031,Breast,"",274,"",262,""
14455,2021Q3,S08000031,"",S08000031,Cervical,"",10,"",10,""
14456,2021Q3,S08000031,"",S08000031,Colorectal,"",165,"",96,""
14457,2021Q3,S08000031,"",S08000031,Head & Neck,"",68,"",50,""
14458,2021Q3,S08000031,"",S08000031,Lung,"",138,"",123,""
14459,2021Q3,S08000031,"",S08000031,Lymphoma,"",15,"",12,""
14460,2021Q3,S08000031,"",S08000031,Melanoma,"",53,"",53,""
14461,2021Q3,S08000031,"",S08000031,Ovarian,"",8,"",5,""
14462,2021Q3,S08000031,"",S08000031,Upper GI,"",113,"",85,""
14463,2021Q3,S08000031,"",S08000031,Urological,"",187,"",118,""
14464,2021Q3,S08000031,"",S08000032,All Cancer Types,d,25,"",23,""
14465,2021Q3,S08000031,"",S08000032,Breast,"",25,"",23,""
14466,2021Q3,S08000031,"",SB0801,All Cancer Types,d,18,"",9,""
14467,2021Q3,S08000031,"",SB0801,Lung,"",18,"",9,""
14468,2021Q3,S08000032,"",S08000031,All Cancer Types,d,41,"",33,""
14469,2021Q3,S08000032,"",S08000031,Breast,"",4,"",4,""
14470,2021Q3,S08000032,"",S08000031,Cervical,"",6,"",6,""
14471,2021Q3,S08000032,"",S08000031,Colorectal,"",3,"",0,""
14472,2021Q3,S08000032,"",S08000031,Head & Neck,"",5,"",5,""
14473,2021Q3,S08000032,"",S08000031,Lung,"",9,"",9,""
14474,2021Q3,S08000032,"",S08000031,Lymphoma,"",2,"",2,""
14475,2021Q3,S08000032,"",S08000031,Ovarian,"",4,"",4,""
14476,2021Q3,S08000032,"",S08000031,Upper GI,"",3,"",3,""
14477,2021Q3,S08000032,"",S08000031,Urological,"",5,"",0,""
14478,2021Q3,S08000032,"",S08000032,All Cancer Types,d,314,"",279,""
14479,2021Q3,S08000032,"",S08000032,Breast,"",68,"",66,""
14480,2021Q3,S08000032,"",S08000032,Cervical,"",5,"",4,""
14481,2021Q3,S08000032,"",S08000032,Colorectal,"",69,"",51,""
14482,2021Q3,S08000032,"",S08000032,Head & Neck,"",14,"",14,""
14483,2021Q3,S08000032,"",S08000032,Lung,"",48,"",48,""
14484,2021Q3,S08000032,"",S08000032,Lymphoma,"",14,"",14,""
14485,2021Q3,S08000032,"",S08000032,Melanoma,"",23,"",23,""
14486,2021Q3,S08000032,"",S08000032,Ovarian,"",4,"",4,""
14487,2021Q3,S08000032,"",S08000032,Upper GI,"",36,"",32,""
14488,2021Q3,S08000032,"",S08000032,Urological,"",33,"",23,""
14489,2021Q3,S08000032,"",SB0801,All Cancer Types,d,5,"",5,""
14490,2021Q3,S08000032,"",SB0801,Lung,"",5,"",5,""
14491,2021Q3,S92000003,d,S08000015,All Cancer Types,d,233,"",199,""
14492,2021Q3,S92000003,d,S08000015,Breast,"",79,"",54,""
14493,2021Q3,S92000003,d,S08000015,Colorectal,"",48,"",43,""
14494,2021Q3,S92000003,d,S08000015,Head & Neck,"",5,"",5,""
14495,2021Q3,S92000003,d,S08000015,Lung,"",28,"",28,""
14496,2021Q3,S92000003,d,S08000015,Lymphoma,"",9,"",9,""
14497,2021Q3,S92000003,d,S08000015,Melanoma,"",13,"",12,""
14498,2021Q3,S92000003,d,S08000015,Ovarian,"",2,"",2,""
14499,2021Q3,S92000003,d,S08000015,Upper GI,"",21,"",18,""
14500,2021Q3,S92000003,d,S08000015,Urological,"",28,"",28,""
14501,2021Q3,S92000003,d,S08000016,All Cancer Types,d,81,"",78,""
14502,2021Q3,S92000003,d,S08000016,Breast,"",23,"",23,""
14503,2021Q3,S92000003,d,S08000016,Colorectal,"",10,"",7,""
14504,2021Q3,S92000003,d,S08000016,Head & Neck,"",1,"",1,""
14505,2021Q3,S92000003,d,S08000016,Lung,"",17,"",17,""
14506,2021Q3,S92000003,d,S08000016,Lymphoma,"",3,"",3,""
14507,2021Q3,S92000003,d,S08000016,Melanoma,"",8,"",8,""
14508,2021Q3,S92000003,d,S08000016,Ovarian,"",1,"",1,""
14509,2021Q3,S92000003,d,S08000016,Upper GI,"",5,"",5,""
14510,2021Q3,S92000003,d,S08000016,Urological,"",13,"",13,""
14511,2021Q3,S92000003,d,S08000017,All Cancer Types,d,101,"",87,""
